VIN,Vehicle SKU,SKU Description,Veh Production Date,Vehicle Dispatch Date,Sold to Dealer ID,DEALERNAME,CITY,DISTRICT,STATE1,CIRCLE,Latest battery replace Date,Latest Battery ,Flag,Replaced Count,Replaced Batteries,BIN CC,BIN Capacity,BIN BMS Supplier,BIN BMS Mfgr,BIN Cell part no,BIN Battery Config,BIN Pack Supplier,BINARY Data,BIN Mfg Date,BIN Assly Line,BIN Rev,Latest BIN Rev,Org BIN Age when Replaced,JC Date Org BIN Replaced,KMS Org BIN Replaced,JC Date Latest BIN Replaced,KMS L BIN Fitted,Charge Cycles Org BIN,Corrected BAL BIN,Mfg BIN (Chassis Master),Combine Barcode,EOL Date (Exit time),Cell supplier,Org,Corrected
MD2B35306RCE48440,00GL429U,CHETAK 2433 PREMIUM,08-08-2024,31-08-2024,13678,Haroon Motors (13678),Mahabubnagar,Mahabub Nagar,Telangana,South,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,06-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,#N/A,#N/A,#N/A,13,13
MD2B35306RCE49412,00GL429S,CHETAK 2433 PREMIUM,08-08-2024,19-08-2024,10202C,KAKKAD AUTO(10202C),Rajnandgaon,Rajnandgaon,Chattisgarh,West,Org batt,0006052310610217,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,06-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310610217,35EVA27ECEV0Z21C2COM060824101456,06-08-2024,EVA,16,13
MD2B35306RCE48454,00GL429U,CHETAK 2433 PREMIUM,08-08-2024,13-09-2024,12066C,Bala Bajaj (12066C),Baripada,Mayurbhanj,Odisha,East,Org batt,0006052310610220,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,06-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310610220,35EVA27ECEV0Z21C2COM060824102522,06-08-2024,EVA,16,13
MD2B35300RCE48448,00GL429U,CHETAK 2433 PREMIUM,08-08-2024,19-09-2024,10173C,KHIVRAJ MOTORS(10173C),BENGALURU,Bangalore,Karnataka,South,Org batt,0006052310610221,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,06-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310610221,35EVA27ECEV0Z21C2COM060824110904,06-08-2024,EVA,16,13
MD2B35308RCE49413,00GL429S,CHETAK 2433 PREMIUM,08-08-2024,14-08-2024,13322,ATHEN AUTOMOBILES(13322),Nagercoil,Kanyakumari,Tamil Nadu,South,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,06-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,35EVA27ECEV0Z20C2COM060824103542,06-08-2024,EVA,13,13
MD2B35304RCE49411,00GL429S,CHETAK 2433 PREMIUM,08-08-2024,03-09-2024,13558,AMBRISH AUTO (13558),Jalna,Jalna,Maharashtra,West,Org batt,0006052310610223,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,06-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310610223,#N/A,#N/A,#N/A,16,13
MD2B35303RCE48427,00GL429U,CHETAK 2433 PREMIUM,08-08-2024,31-08-2024,13501,SHRINIWAS MOTORS (13501),Wardha,Wardha,Maharashtra,West,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,06-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,35EVA27ECEV0Z21C2COM060824124021,06-08-2024,EVA,13,13
MD2B3530XRCE48425,00GL429U,CHETAK 2433 PREMIUM,08-08-2024,20-08-2024,13704,Gounder Auto Centre (13704),Namakkal,Salem,Tamil Nadu,South,Org batt,0006052310610258,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,06-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310610258,35EVA27ECEV0Z20C2COM060824121648,06-08-2024,EVA,16,13
MD2B35301RCE48426,00GL429U,CHETAK 2433 PREMIUM,08-08-2024,24-08-2024,10057C,JAIKRISHNAA AUTO PVT LTD(10057C),Coimbatore,Coimbatore,Tamil Nadu,South,Org batt,0006052310610261,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,06-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310610261,35EVA27ECEV0Z21C2COM060824120649,06-08-2024,EVA,16,13
MD2B35303RCE48413,00GL429U,CHETAK 2433 PREMIUM,08-08-2024,28-08-2024,11491C,KALLINGAL AUTOMOBILES(11491C),Nedumangad,Trivandrum,Kerala,South,13-11-2024,000605230C7101CA,Refurbished,1,000605230C7101CA,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,06-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310610265,#N/A,#N/A,#N/A,16,13
MD2B35301RCE48412,00GL429U,CHETAK 2433 PREMIUM,08-08-2024,13-08-2024,13472,BIJJARGI BAJAJ(13472),Bijapur,Bijapur,Karnataka,South,Org batt,0006052310610266,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,06-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310610266,35EVA27ECEV0Z21C2COM060824121251,06-08-2024,EVA,16,13
MD2B35301RCE48443,00GL429U,CHETAK 2433 PREMIUM,08-08-2024,05-09-2024,13233,SURYODAYA MOTORS PVT. LTD.(13233),Thane,Thane,Maharashtra,West,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,06-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,35EVA27ECEV0Z21C2COM060824122833,06-08-2024,EVA,13,13
MD2B35302RCE48418,00GL429U,CHETAK 2433 PREMIUM,08-08-2024,20-08-2024,13704,Gounder Auto Centre (13704),Namakkal,Salem,Tamil Nadu,South,Org batt,6.05231E+12,Refurb-No Repl BIN,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,06-08-2024,1,Org,,326,28-06-2025,12851,28-06-2025,12851,257,6.05231E+12,0006052310610278,35EVA27ECEV0Z21C2COM060824132107,06-08-2024,EVA,16,13
MD2B35305RCE48428,00GL429U,CHETAK 2433 PREMIUM,08-08-2024,04-09-2024,14094,Mandar Motors (14094),Pune,Pune,Maharashtra,West,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,06-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,35EVA27ECEV0Z20C2COM060824123917,06-08-2024,EVA,13,13
MD2B35307RCE49483,00GL429S,CHETAK 2433 PREMIUM,08-08-2024,13-08-2024,13710,Grand Motors (13710),Thrissur,Kollam,Kerala,South,Org batt,0006052310610286,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,06-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310610286,35EVA27ECEV0Z21C2COM060824130843,06-08-2024,EVA,16,13
MD2B35307RCE48415,00GL429U,CHETAK 2433 PREMIUM,08-08-2024,22-08-2024,13684,KVR Vehicles (13684),Kannur,Kannur,Kerala,South,Org batt,0006052310610289,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,06-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310610289,35EVA27ECEV0Z21C2COM060824123149,06-08-2024,EVA,16,13
MD2B35305RCE48431,00GL429U,CHETAK 2433 PREMIUM,08-08-2024,28-08-2024,11491C,KALLINGAL AUTOMOBILES(11491C),Nedumangad,Trivandrum,Kerala,South,Org batt,0006052310610291,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,06-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310610291,35EVA27ECEV0Z21C2COM060824131948,06-08-2024,EVA,16,13
MD2B35303RCE48430,00GL429U,CHETAK 2433 PREMIUM,08-08-2024,03-09-2024,13232,CRYSTAL TRADELINKS(13232),MAPUSA,North Goa,Goa,South,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,06-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,35EVA27ECEV0Z21C2COM060824141039,06-08-2024,EVA,13,13
MD2B35306RCE48437,00GL429U,CHETAK 2433 PREMIUM,08-08-2024,24-08-2024,13582,VKG BAJAJ(13582),Gulbarga,Gulbarga,Karnataka,South,Org batt,0006052310610299,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,06-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310610299,35EVA27ECEV0Z21C2COM060824130628,06-08-2024,EVA,16,13
MD2B35305RCE49496,00GL429S,CHETAK 2433 PREMIUM,08-08-2024,10-08-2024,13503,PIONEER MOTORS (13503),Trivandrum,Trivandrum,Kerala,South,Org batt,0006052310610320,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,06-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310610320,35EVA27ECEV0Z21C2COM060824143459,06-08-2024,EVA,16,13
MD2B35306RCE49491,00GL429S,CHETAK 2433 PREMIUM,08-08-2024,10-08-2024,13503,PIONEER MOTORS (13503),Trivandrum,Trivandrum,Kerala,South,Org batt,0006052310610321,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,06-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310610321,#N/A,#N/A,#N/A,16,13
MD2B35306RCE49488,00GL429S,CHETAK 2433 PREMIUM,08-08-2024,10-08-2024,13231,KVR MOTORS(13231),KOZHIKODE,Dharwar,Kerala,South,Org batt,0006052310610334,Refurb-No Repl BIN,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,06-08-2024,1,Org,,303,05-06-2025,10243,05-06-2025,10243,205,6.05231E+12,0006052310610334,35EVA21ECEV1Z21C2COM060824172056,06-08-2024,EVA,16,13
MD2B3530XRCE49459,00GL429S,CHETAK 2433 PREMIUM,08-08-2024,10-08-2024,13503,PIONEER MOTORS (13503),Trivandrum,Trivandrum,Kerala,South,Org batt,0006052310610346,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,06-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310610346,35EVA21ECEV1Z21C2COM060824171607,06-08-2024,EVA,16,13
MD2B35302RCE49469,00GL429S,CHETAK 2433 PREMIUM,08-08-2024,09-08-2024,12715C,Maitree Auto Care (12715C),Jagatsinghpur,Jagatsinghapur,Odisha,East,Org batt,0006052310710020,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,07-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310710020,#N/A,#N/A,#N/A,16,13
MD2B35309RCE49484,00GL429S,CHETAK 2433 PREMIUM,08-08-2024,16-08-2024,13425,GEETHA AUTO AGENCY(13425),Hanamkonda,Warangal,Telangana,South,10-06-2025,0006052325110101,Refurbished,2,0006052325110101|6052310710022,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,07-08-2024,1,Org,,192,15-02-2025,8625,15-02-2025,8625,173,6.05231E+12,6.05231E+12,35EVA21ECEV1Z21C2COM060824211753,07-08-2024,EVA,13,13
MD2B35306RCE49474,00GL429S,CHETAK 2433 PREMIUM,08-08-2024,13-08-2024,13650,Khivraj Motors (13650),Mysore,Mysore,Karnataka,South,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,07-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,#N/A,#N/A,#N/A,13,13
MD2B35309RCE49453,00GL429S,CHETAK 2433 PREMIUM,08-08-2024,29-08-2024,10031C,AKSHAYA AUTO SERVICE(10031C),Tumkur,Tumkur,Karnataka,South,Org batt,0006052310710054,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,07-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310710054,#N/A,#N/A,#N/A,16,13
MD2B35308RCE49461,00GL429S,CHETAK 2433 PREMIUM,08-08-2024,17-08-2024,11707C,DNVMotorr(11707C),Tirupattur,Vellore,Tamil Nadu,South,Org batt,0006052310710072,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,07-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310710072,#N/A,#N/A,#N/A,16,13
MD2B35301RCE49494,00GL429S,CHETAK 2433 PREMIUM,08-08-2024,10-08-2024,13231,KVR MOTORS(13231),KOZHIKODE,Dharwar,Kerala,South,Org batt,0006052310710149,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,07-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310710149,#N/A,#N/A,#N/A,16,13
MD2B35308RCE49430,00GL429S,CHETAK 2433 PREMIUM,08-08-2024,19-08-2024,10644C,Auto Moovers (10644C),Asansol,Bardhaman,West Bengal,East,19-07-2025,000605232E610048,Refurbished,1,000605232E610048,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,07-08-2024,1,Org,,323,26-06-2025,2704,26-06-2025,2704,54,6.05231E+12,0006052310710150,35EVA21ECEV1Z21C2COM070824072124,07-08-2024,EVA,16,13
MD2B35304RCE49490,00GL429S,CHETAK 2433 PREMIUM,08-08-2024,30-08-2024,13503,PIONEER MOTORS (13503),Trivandrum,Trivandrum,Kerala,South,Org batt,0006052310710157,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,07-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310710157,35EVA27ECEVOZ21C2COM070824075506,07-08-2024,EVA,16,13
MD2B35306RCE49443,00GL429S,CHETAK 2433 PREMIUM,08-08-2024,17-08-2024,11482C,PIONEER MOTORS(11482C),THIRUVANANTHAPURAM,Trivandrum,Kerala,South,Org batt,0006052310710172,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,07-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310710172,35EVA27ECEVOZ21C2COM070824083834,07-08-2024,EVA,16,13
MD2B35307RCE49421,00GL429S,CHETAK 2433 PREMIUM,08-08-2024,10-08-2024,13503,PIONEER MOTORS (13503),Trivandrum,Trivandrum,Kerala,South,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,07-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,35EVA27ECEVOZ21C2COM070824080427,07-08-2024,EVA,13,13
MD2B35307RCE49435,00GL429S,CHETAK 2433 PREMIUM,08-08-2024,24-08-2024,10196C,KVRMOTORS(10196C),KOZHIKODE,Kozhikode,Kerala,South,Org batt,0006052310710179,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,07-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310710179,35EVA27ECEVOZ21C2COM070824075152,07-08-2024,EVA,16,13
MD2B35300RCE49440,00GL429S,CHETAK 2433 PREMIUM,08-08-2024,17-08-2024,11482C,PIONEER MOTORS(11482C),THIRUVANANTHAPURAM,Trivandrum,Kerala,South,Org batt,0006052310710181,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,07-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310710181,35EVA27ECEVOZ21C2COM070824083454,07-08-2024,EVA,16,13
MD2B35308RCE49444,00GL429S,CHETAK 2433 PREMIUM,08-08-2024,10-08-2024,13503,PIONEER MOTORS (13503),Trivandrum,Trivandrum,Kerala,South,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,07-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,35EVA27ECEVOZ21C2COM070824083606,07-08-2024,EVA,13,13
MD2B35308RCE49489,00GL429S,CHETAK 2433 PREMIUM,08-08-2024,10-08-2024,11453C,SUPREME AUTO DEALERS (P.) LTD(11453C),Mangalore,Dakshina Kannada,Karnataka,South,Org batt,0006052310710192,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,07-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310710192,#N/A,#N/A,#N/A,16,13
MD2B35304RCE49487,00GL429S,CHETAK 2433 PREMIUM,08-08-2024,20-08-2024,13649,Sre Sakthi Care(13649),Erode,Erode,Tamil Nadu,South,Org batt,0006052310710193,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,07-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310710193,35EVA27ECEVOZ21C2COM070824081732,07-08-2024,EVA,16,13
MD2B35304RCE49442,00GL429S,CHETAK 2433 PREMIUM,08-08-2024,25-08-2024,10173C,KHIVRAJ MOTORS(10173C),BENGALURU,Bangalore,Karnataka,South,Org batt,0006052310710194,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,07-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310710194,#N/A,#N/A,#N/A,16,13
MD2B35302RCE49441,00GL429S,CHETAK 2433 PREMIUM,08-08-2024,20-08-2024,13649,Sre Sakthi Care(13649),Erode,Erode,Tamil Nadu,South,Org batt,0006052310710196,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,07-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310710196,35EVA27ECEVOZ21C2COM070824084744,07-08-2024,EVA,16,13
MD2B35309RCE49436,00GL429S,CHETAK 2433 PREMIUM,08-08-2024,14-08-2024,13887,SAKAL AUTO(13887),AHMEDABAD,Sabarkantha,Gujarat,West,06-12-2024,0006052305010054,Refurbished,1,0006052305010054,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,07-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,#N/A,#N/A,#N/A,13,13
MD2B35303RCE49481,00GL429S,CHETAK 2433 PREMIUM,08-08-2024,17-08-2024,11482C,PIONEER MOTORS(11482C),THIRUVANANTHAPURAM,Trivandrum,Kerala,South,Org batt,0006052310710262,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,07-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310710262,35EVA27ECEVOZ21C2COM070824141445,07-08-2024,EVA,16,13
MD2B35301RCE49477,00GL429S,CHETAK 2433 PREMIUM,08-08-2024,02-09-2024,13161,SRI VINAYAKA MOBIKES PRIVATE LIMITED(13161),HYDERABAD,Hyderabad,Telangana,South,Org batt,0006052310710274,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,07-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310710274,35EVA27ECEVOZ20C2COM070824150452,07-08-2024,EVA,16,13
MD2B3530XRCE49476,00GL429S,CHETAK 2433 PREMIUM,08-08-2024,10-08-2024,13503,PIONEER MOTORS (13503),Trivandrum,Trivandrum,Kerala,South,Org batt,0006052310710282,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,07-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310710282,35EVA27ECEVOZ20C2COM070824151741,07-08-2024,EVA,16,13
MD2B35301RCE49267,00GL429V,CHETAK 2433 PREMIUM,08-08-2024,24-08-2024,13622,J.C.Motoplex(13622),Pune,Pune,Maharashtra,West,18-11-2024,0060523106101000,Refurbished,1,0060523106101000,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,06-08-2024,1,Org,,,,,,,0,60523106101E3,60523106101E3,35EVA27ECEV0Z20C2COM060824095839,06-08-2024,EVA,13,13
MD2B3530XRCE49493,00GL429S,CHETAK 2433 PREMIUM,08-08-2024,19-08-2024,13075,SAI SERVICE PRIVATE LTD(13075),Pune,NULL,Maharashtra,West,Org batt,00060523106102E7,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,06-08-2024,1,Org,,,,,,,0,60523106102E7,00060523106102E7,35EVA21ECEV1Z21C2COM060824164106,06-08-2024,EVA,16,13
MD2B35302RCE48368,00GL429V,CHETAK 2433 PREMIUM,08-08-2024,24-08-2024,13622,J.C.Motoplex(13622),Pune,Pune,Maharashtra,West,15-02-2025,00060523103101BD,Refurbished,1,00060523103101BD,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,02-08-2024,1,Org,,,,,,,0,60523102100E8,60523102100E8,#N/A,#N/A,#N/A,13,13
MD2B35300RCE49244,00GL429V,CHETAK 2433 PREMIUM,07-08-2024,05-09-2024,13199,ARUN AUTOMOBILES(13199),Nagpur,0,Maharashtra,West,Org batt,00060523105100E0,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,05-08-2024,1,Org,,,,,,,0,60523105100E0,00060523105100E0,35EVA27ECEV0Z21C2COM050824125310,05-08-2024,EVA,16,13
MD2B35306RCE49264,00GL429V,CHETAK 2433 PREMIUM,07-08-2024,30-08-2024,11207C,SARATHY MOTORS(11207C),QUILON,Kollam,Kerala,South,Org batt,00060523106101E0,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,06-08-2024,1,Org,,,,,,,0,60523106101E0,00060523106101E0,35EVA27ECEV0Z21C2COM060824094716,06-08-2024,EVA,16,13
MD2B35304RCE49263,00GL429V,CHETAK 2433 PREMIUM,07-08-2024,04-09-2024,13090,AMBA AUTO SALES & SERVICES PVT LTD(13090),BENGALURU,NULL,Karnataka,South,Org batt,00060523106101E1,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,06-08-2024,1,Org,,,,,,,0,60523106101E1,00060523106101E1,#N/A,#N/A,#N/A,16,13
MD2B35306RCE48633,00GL429V,CHETAK 2433 PREMIUM,07-08-2024,25-08-2024,13649,Sre Sakthi Care(13649),Erode,Erode,Tamil Nadu,South,Org batt,0006052310210172,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,02-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310210172,35EVA21ECEV1Z21C2COM020824102617,02-08-2024,EVA,16,13
MD2B35300RCE48398,00GL429V,CHETAK 2433 PREMIUM,07-08-2024,11-09-2024,13508,AKSHAY AUTOMOBILES (13508),Durg,Satara,Chattisgarh,West,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,02-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,#N/A,#N/A,#N/A,13,13
MD2B35301RCE50015,00GL429S,CHETAK 2433 PREMIUM,07-08-2024,05-09-2024,11781C,J.R. Enterprises (11781C),Keonjhar,Kendujhar,Odisha,East,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,02-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,35EVA21ECEV1Z21C2COM020824123012,02-08-2024,EVA,13,13
MD2B35305RCE50079,00GL429S,CHETAK 2433 PREMIUM,07-08-2024,05-09-2024,13417,SHANMUGAM MOTORS (13417),Vellore,Vellore,Tamil Nadu,South,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,03-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,#N/A,#N/A,#N/A,13,13
MD2B35309RCE49033,00GL429V,CHETAK 2433 PREMIUM,07-08-2024,04-09-2024,13090,AMBA AUTO SALES & SERVICES PVT LTD(13090),BENGALURU,NULL,Karnataka,South,Org batt,0006052310310214,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,03-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310310214,35EVA28CCEV1Z20C2COM030824133549,03-08-2024,EVA,16,13
MD2B35309RCE48299,00GL429V,CHETAK 2433 PREMIUM,07-08-2024,03-09-2024,13472,BIJJARGI BAJAJ(13472),Bijapur,Bijapur,Karnataka,South,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,03-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,35EVA28CCEV1Z21C2COM030824134829,03-08-2024,EVA,13,13
MD2B35307RCE49273,00GL429V,CHETAK 2433 PREMIUM,07-08-2024,30-08-2024,11207C,SARATHY MOTORS(11207C),QUILON,Kollam,Kerala,South,Org batt,0006052310410106,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,04-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310410106,#N/A,#N/A,#N/A,16,13
MD2B35300RCE49292,00GL429S,CHETAK 2433 PREMIUM,07-08-2024,05-09-2024,13417,SHANMUGAM MOTORS (13417),Vellore,Vellore,Tamil Nadu,South,Org batt,0006052310410126,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,04-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310410126,35EVA21ECEV0Z21C2COM040824071332,04-08-2024,EVA,16,13
MD2B35301RCE48281,00GL429V,CHETAK 2433 PREMIUM,07-08-2024,25-08-2024,13649,Sre Sakthi Care(13649),Erode,Erode,Tamil Nadu,South,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,04-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,35EVA21ECEV0Z21C2COM040824083024,04-08-2024,EVA,13,13
MD2B35307RCE49032,00GL429V,CHETAK 2433 PREMIUM,07-08-2024,05-09-2024,13417,SHANMUGAM MOTORS (13417),Vellore,Vellore,Tamil Nadu,South,Org batt,0006052310410176,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,04-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310410176,35EVA21ECEV0Z21C2COM040824090920,04-08-2024,EVA,16,13
MD2B35303RCE49268,00GL429V,CHETAK 2433 PREMIUM,07-08-2024,28-08-2024,11491C,KALLINGAL AUTOMOBILES(11491C),Nedumangad,Trivandrum,Kerala,South,Org batt,0006052310410224,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,04-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310410224,35EVA21ECEV0Z21C2COM040824122021,04-08-2024,EVA,16,13
